dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1976-01-01,4.9830000000000005,0.229,Zhejiang,China
1976-02-01,8.225,0.226,Zhejiang,China
1976-03-01,9.181,0.172,Zhejiang,China
1976-04-01,14.962,0.247,Zhejiang,China
1976-05-01,20.671,0.407,Zhejiang,China
1976-06-01,23.216,0.218,Zhejiang,China
1976-07-01,26.213,0.268,Zhejiang,China
1976-08-01,28.346999999999998,0.223,Zhejiang,China
1976-09-01,22.24,0.271,Zhejiang,China
1976-10-01,18.000999999999994,0.317,Zhejiang,China
1976-11-01,9.497,0.228,Zhejiang,China
1976-12-01,7.272,0.172,Zhejiang,China
1977-01-01,1.743999999999999,0.267,Zhejiang,China
1977-02-01,4.8069999999999995,0.325,Zhejiang,China
1977-03-01,11.838,0.245,Zhejiang,China
1977-04-01,17.011,0.18,Zhejiang,China
1977-05-01,20.424,0.35600000000000004,Zhejiang,China
1977-06-01,23.491,0.261,Zhejiang,China
1977-07-01,28.104,0.245,Zhejiang,China
1977-08-01,26.546000000000006,0.225,Zhejiang,China
1977-09-01,23.651,0.228,Zhejiang,China
1977-10-01,19.569000000000003,0.127,Zhejiang,China
1977-11-01,12.429,0.119,Zhejiang,China
1977-12-01,9.981,0.232,Zhejiang,China
1978-01-01,5.483,0.267,Zhejiang,China
1978-02-01,6.485,0.214,Zhejiang,China
1978-03-01,9.664,0.18,Zhejiang,China
1978-04-01,16.093,0.224,Zhejiang,China
1978-05-01,20.404,0.16899999999999998,Zhejiang,China
1978-06-01,24.38,0.255,Zhejiang,China
1978-07-01,28.718000000000004,0.213,Zhejiang,China
1978-08-01,28.01,0.263,Zhejiang,China
1978-09-01,23.735,0.14300000000000002,Zhejiang,China
1978-10-01,18.15,0.092,Zhejiang,China
1978-11-01,13.173,0.233,Zhejiang,China
1978-12-01,8.374,0.287,Zhejiang,China
1979-01-01,6.76,0.278,Zhejiang,China
1979-02-01,8.782,0.254,Zhejiang,China
1979-03-01,10.394,0.112,Zhejiang,China
1979-04-01,15.744000000000002,0.274,Zhejiang,China
1979-05-01,19.132,0.293,Zhejiang,China
1979-06-01,24.796,0.153,Zhejiang,China
1979-07-01,28.231,0.114,Zhejiang,China
1979-08-01,27.441000000000006,0.203,Zhejiang,China
1979-09-01,23.423000000000002,0.184,Zhejiang,China
1979-10-01,18.171,0.299,Zhejiang,China
1979-11-01,11.479000000000001,0.239,Zhejiang,China
1979-12-01,9.652999999999999,0.17600000000000002,Zhejiang,China
1980-01-01,5.59,0.183,Zhejiang,China
1980-02-01,4.088,0.276,Zhejiang,China
1980-03-01,9.647,0.217,Zhejiang,China
1980-04-01,14.502,0.265,Zhejiang,China
1980-05-01,19.941,0.212,Zhejiang,China
1980-06-01,25.515,0.299,Zhejiang,China
1980-07-01,27.757,0.213,Zhejiang,China
1980-08-01,25.49,0.299,Zhejiang,China
1980-09-01,22.139,0.15,Zhejiang,China
1980-10-01,18.444000000000003,0.092,Zhejiang,China
1980-11-01,14.581,0.111,Zhejiang,China
1980-12-01,6.952000000000001,0.16699999999999998,Zhejiang,China
1981-01-01,3.948,0.219,Zhejiang,China
1981-02-01,6.775,0.134,Zhejiang,China
1981-03-01,11.839,0.212,Zhejiang,China
1981-04-01,16.125999999999998,0.26,Zhejiang,China
1981-05-01,19.844,0.224,Zhejiang,China
1981-06-01,24.172,0.399,Zhejiang,China
1981-07-01,27.647,0.21600000000000005,Zhejiang,China
1981-08-01,27.849,0.227,Zhejiang,China
1981-09-01,22.401,0.339,Zhejiang,China
1981-10-01,16.894000000000002,0.233,Zhejiang,China
1981-11-01,11.138,0.26,Zhejiang,China
1981-12-01,6.275,0.26,Zhejiang,China
1982-01-01,5.760999999999999,0.136,Zhejiang,China
1982-02-01,5.997000000000001,0.266,Zhejiang,China
1982-03-01,10.569,0.241,Zhejiang,China
1982-04-01,14.874,0.145,Zhejiang,China
1982-05-01,21.557,0.298,Zhejiang,China
1982-06-01,22.823,0.272,Zhejiang,China
1982-07-01,26.671,0.267,Zhejiang,China
1982-08-01,26.991000000000003,0.105,Zhejiang,China
1982-09-01,22.669,0.217,Zhejiang,China
1982-10-01,19.653,0.077,Zhejiang,China
1982-11-01,14.126,0.35200000000000004,Zhejiang,China
1982-12-01,6.485,0.316,Zhejiang,China
1983-01-01,5.0680000000000005,0.222,Zhejiang,China
1983-02-01,6.257000000000001,0.256,Zhejiang,China
1983-03-01,9.877,0.173,Zhejiang,China
1983-04-01,16.399,0.15,Zhejiang,China
1983-05-01,21.498,0.171,Zhejiang,China
1983-06-01,23.646,0.285,Zhejiang,China
1983-07-01,27.215,0.128,Zhejiang,China
1983-08-01,27.433000000000003,0.141,Zhejiang,China
1983-09-01,24.795,0.173,Zhejiang,China
1983-10-01,19.243,0.277,Zhejiang,China
1983-11-01,12.522,0.202,Zhejiang,China
1983-12-01,6.141,0.415,Zhejiang,China
1984-01-01,2.587,0.301,Zhejiang,China
1984-02-01,3.793,0.272,Zhejiang,China
1984-03-01,9.937000000000001,0.272,Zhejiang,China
1984-04-01,14.941,0.205,Zhejiang,China
1984-05-01,19.678,0.116,Zhejiang,China
1984-06-01,25.105,0.184,Zhejiang,China
1984-07-01,28.142,0.312,Zhejiang,China
1984-08-01,27.373,0.264,Zhejiang,China
1984-09-01,23.174,0.253,Zhejiang,China
1984-10-01,17.776,0.182,Zhejiang,China
1984-11-01,14.459000000000001,0.15,Zhejiang,China
1984-12-01,6.0089999999999995,0.318,Zhejiang,China
1985-01-01,4.9510000000000005,0.174,Zhejiang,China
1985-02-01,6.791,0.16899999999999998,Zhejiang,China
1985-03-01,7.888,0.213,Zhejiang,China
1985-04-01,16.122,0.417,Zhejiang,China
1985-05-01,21.875999999999998,0.233,Zhejiang,China
1985-06-01,23.576,0.306,Zhejiang,China
1985-07-01,27.745,0.173,Zhejiang,China
1985-08-01,27.308000000000003,0.21,Zhejiang,China
1985-09-01,24.344,0.156,Zhejiang,China
1985-10-01,19.205,0.196,Zhejiang,China
1985-11-01,12.775,0.172,Zhejiang,China
1985-12-01,5.678,0.302,Zhejiang,China
1986-01-01,4.863,0.318,Zhejiang,China
1986-02-01,5.041,0.281,Zhejiang,China
1986-03-01,10.135,0.157,Zhejiang,China
1986-04-01,15.732000000000001,0.3,Zhejiang,China
1986-05-01,21.311,0.282,Zhejiang,China
1986-06-01,24.582,0.17,Zhejiang,China
1986-07-01,27.749000000000002,0.119,Zhejiang,China
1986-08-01,27.451999999999998,0.23,Zhejiang,China
1986-09-01,22.866,0.175,Zhejiang,China
1986-10-01,17.201,0.211,Zhejiang,China
1986-11-01,12.552,0.16699999999999998,Zhejiang,China
1986-12-01,8.2,0.171,Zhejiang,China
1987-01-01,6.729,0.246,Zhejiang,China
1987-02-01,7.797999999999999,0.3720000000000001,Zhejiang,China
1987-03-01,10.318,0.28800000000000003,Zhejiang,China
1987-04-01,15.162,0.161,Zhejiang,China
1987-05-01,20.105,0.165,Zhejiang,China
1987-06-01,22.951,0.153,Zhejiang,China
1987-07-01,27.331,0.18,Zhejiang,China
1987-08-01,27.74,0.39,Zhejiang,China
1987-09-01,22.559,0.252,Zhejiang,China
1987-10-01,19.383,0.249,Zhejiang,China
1987-11-01,13.719000000000001,0.226,Zhejiang,China
1987-12-01,6.917000000000001,0.187,Zhejiang,China
1988-01-01,6.08,0.187,Zhejiang,China
1988-02-01,5.218999999999999,0.218,Zhejiang,China
1988-03-01,8.418,0.163,Zhejiang,China
1988-04-01,15.667,0.246,Zhejiang,China
1988-05-01,20.349,0.194,Zhejiang,China
1988-06-01,24.621,0.301,Zhejiang,China
1988-07-01,29.388,0.321,Zhejiang,China
1988-08-01,26.985000000000007,0.261,Zhejiang,China
1988-09-01,22.773000000000003,0.263,Zhejiang,China
1988-10-01,18.555,0.19,Zhejiang,China
1988-11-01,11.958,0.165,Zhejiang,China
1988-12-01,8.045,0.292,Zhejiang,China
1989-01-01,5.882999999999999,0.256,Zhejiang,China
1989-02-01,6.7829999999999995,0.168,Zhejiang,China
1989-03-01,10.877,0.365,Zhejiang,China
1989-04-01,15.799000000000001,0.2,Zhejiang,China
1989-05-01,19.762999999999998,0.279,Zhejiang,China
1989-06-01,24.312,0.25,Zhejiang,China
1989-07-01,26.533,0.25,Zhejiang,China
1989-08-01,26.986,0.349,Zhejiang,China
1989-09-01,23.798000000000002,0.173,Zhejiang,China
1989-10-01,18.441,0.24,Zhejiang,China
1989-11-01,12.827,0.289,Zhejiang,China
1989-12-01,8.385,0.233,Zhejiang,China
1990-01-01,6.106,0.269,Zhejiang,China
1990-02-01,7.268,0.344,Zhejiang,China
1990-03-01,12.716,0.218,Zhejiang,China
1990-04-01,15.87,0.19,Zhejiang,China
1990-05-01,20.593000000000004,0.199,Zhejiang,China
1990-06-01,25.347,0.239,Zhejiang,China
1990-07-01,29.135,0.37,Zhejiang,China
1990-08-01,27.982000000000006,0.249,Zhejiang,China
1990-09-01,23.571,0.29600000000000004,Zhejiang,China
1990-10-01,17.809,0.306,Zhejiang,China
1990-11-01,14.88,0.321,Zhejiang,China
1990-12-01,8.277000000000001,0.364,Zhejiang,China
1991-01-01,5.38,0.235,Zhejiang,China
1991-02-01,7.821000000000001,0.31,Zhejiang,China
1991-03-01,10.542,0.368,Zhejiang,China
1991-04-01,15.311,0.274,Zhejiang,China
1991-05-01,20.636999999999997,0.306,Zhejiang,China
1991-06-01,24.984,0.14800000000000002,Zhejiang,China
1991-07-01,28.552,0.35200000000000004,Zhejiang,China
1991-08-01,26.97,0.212,Zhejiang,China
1991-09-01,23.686999999999998,0.211,Zhejiang,China
1991-10-01,17.521,0.255,Zhejiang,China
1991-11-01,12.582,0.177,Zhejiang,China
1991-12-01,8.012,0.32299999999999995,Zhejiang,China
1992-01-01,5.4929999999999986,0.208,Zhejiang,China
1992-02-01,7.149,0.479,Zhejiang,China
1992-03-01,9.492,0.217,Zhejiang,China
1992-04-01,16.573999999999998,0.319,Zhejiang,China
1992-05-01,20.461,0.127,Zhejiang,China
1992-06-01,23.447,0.179,Zhejiang,China
1992-07-01,27.121,0.214,Zhejiang,China
1992-08-01,27.195999999999998,0.282,Zhejiang,China
1992-09-01,24.053,0.258,Zhejiang,China
1992-10-01,16.778,0.251,Zhejiang,China
1992-11-01,12.098,0.314,Zhejiang,China
1992-12-01,8.98,0.443,Zhejiang,China
1993-01-01,4.06,0.284,Zhejiang,China
1993-02-01,8.384,0.316,Zhejiang,China
1993-03-01,10.739,0.174,Zhejiang,China
1993-04-01,15.687000000000001,0.18,Zhejiang,China
1993-05-01,19.902,0.313,Zhejiang,China
1993-06-01,24.453000000000003,0.22,Zhejiang,China
1993-07-01,26.668000000000003,0.157,Zhejiang,China
1993-08-01,27.066000000000006,0.305,Zhejiang,China
1993-09-01,23.708000000000002,0.171,Zhejiang,China
1993-10-01,17.599999999999994,0.149,Zhejiang,China
1993-11-01,14.101,0.383,Zhejiang,China
1993-12-01,6.62,0.31,Zhejiang,China
1994-01-01,6.026,0.339,Zhejiang,China
1994-02-01,6.507000000000001,0.275,Zhejiang,China
1994-03-01,9.38,0.33,Zhejiang,China
1994-04-01,17.442,0.339,Zhejiang,China
1994-05-01,22.753,0.215,Zhejiang,China
1994-06-01,24.959,0.181,Zhejiang,China
1994-07-01,29.465,0.172,Zhejiang,China
1994-08-01,28.290000000000006,0.228,Zhejiang,China
1994-09-01,22.95,0.261,Zhejiang,China
1994-10-01,17.855,0.147,Zhejiang,China
1994-11-01,15.536,0.262,Zhejiang,China
1994-12-01,9.499,0.303,Zhejiang,China
1995-01-01,5.2010000000000005,0.237,Zhejiang,China
1995-02-01,6.5,0.379,Zhejiang,China
1995-03-01,11.19,0.328,Zhejiang,China
1995-04-01,15.24,0.27,Zhejiang,China
1995-05-01,20.354,0.116,Zhejiang,China
1995-06-01,23.156999999999996,0.309,Zhejiang,China
1995-07-01,27.846,0.301,Zhejiang,China
1995-08-01,27.939,0.409,Zhejiang,China
1995-09-01,24.427,0.226,Zhejiang,China
1995-10-01,18.892,0.16399999999999998,Zhejiang,China
1995-11-01,12.066,0.247,Zhejiang,China
1995-12-01,6.506,0.221,Zhejiang,China
1996-01-01,5.416,0.279,Zhejiang,China
1996-02-01,5.17,0.181,Zhejiang,China
1996-03-01,9.437000000000001,0.123,Zhejiang,China
1996-04-01,13.992,0.217,Zhejiang,China
1996-05-01,20.467,0.14800000000000002,Zhejiang,China
1996-06-01,25.508000000000003,0.272,Zhejiang,China
1996-07-01,27.553,0.21600000000000005,Zhejiang,China
1996-08-01,27.586,0.234,Zhejiang,China
1996-09-01,24.519000000000002,0.228,Zhejiang,China
1996-10-01,19.122,0.078,Zhejiang,China
1996-11-01,13.658,0.177,Zhejiang,China
1996-12-01,7.638,0.244,Zhejiang,China
1997-01-01,5.533,0.163,Zhejiang,China
1997-02-01,7.2410000000000005,0.21600000000000005,Zhejiang,China
1997-03-01,12.437999999999999,0.234,Zhejiang,China
1997-04-01,16.266,0.179,Zhejiang,China
1997-05-01,22.343000000000004,0.424,Zhejiang,China
1997-06-01,24.62,0.096,Zhejiang,China
1997-07-01,26.835,0.158,Zhejiang,China
1997-08-01,27.096999999999998,0.262,Zhejiang,China
1997-09-01,22.206999999999997,0.263,Zhejiang,China
1997-10-01,18.804000000000002,0.149,Zhejiang,China
1997-11-01,13.693,0.249,Zhejiang,China
1997-12-01,8.157,0.28600000000000003,Zhejiang,China
1998-01-01,5.207999999999999,0.231,Zhejiang,China
1998-02-01,8.708,0.246,Zhejiang,China
1998-03-01,11.097000000000001,0.231,Zhejiang,China
1998-04-01,19.365,0.292,Zhejiang,China
1998-05-01,21.805999999999997,0.175,Zhejiang,China
1998-06-01,24.044,0.262,Zhejiang,China
1998-07-01,28.576,0.292,Zhejiang,China
1998-08-01,28.443,0.34600000000000003,Zhejiang,China
1998-09-01,23.439,0.222,Zhejiang,China
1998-10-01,19.942,0.17,Zhejiang,China
1998-11-01,15.299000000000001,0.212,Zhejiang,China
1998-12-01,9.288,0.452,Zhejiang,China
1999-01-01,7.218,0.207,Zhejiang,China
1999-02-01,8.754,0.181,Zhejiang,China
1999-03-01,11.085,0.385,Zhejiang,China
1999-04-01,16.344,0.172,Zhejiang,China
1999-05-01,20.864,0.156,Zhejiang,China
1999-06-01,24.083000000000002,0.472,Zhejiang,China
1999-07-01,26.148000000000003,0.29100000000000004,Zhejiang,China
1999-08-01,26.599,0.16,Zhejiang,China
1999-09-01,25.075,0.25,Zhejiang,China
1999-10-01,19.312,0.177,Zhejiang,China
1999-11-01,13.022,0.241,Zhejiang,China
1999-12-01,7.47,0.202,Zhejiang,China
2000-01-01,5.791,0.324,Zhejiang,China
2000-02-01,5.787000000000001,0.09,Zhejiang,China
2000-03-01,11.665,0.12,Zhejiang,China
2000-04-01,16.422,0.205,Zhejiang,China
2000-05-01,22.116999999999997,0.173,Zhejiang,China
2000-06-01,24.325,0.262,Zhejiang,China
2000-07-01,28.041,0.215,Zhejiang,China
2000-08-01,27.041,0.273,Zhejiang,China
2000-09-01,23.706,0.171,Zhejiang,China
2000-10-01,19.117,0.16399999999999998,Zhejiang,China
2000-11-01,12.640999999999998,0.314,Zhejiang,China
2000-12-01,9.345,0.26,Zhejiang,China
2001-01-01,6.848,0.223,Zhejiang,China
2001-02-01,8.164,0.274,Zhejiang,China
2001-03-01,12.3,0.191,Zhejiang,China
2001-04-01,16.172,0.179,Zhejiang,China
2001-05-01,21.552,0.095,Zhejiang,China
2001-06-01,24.3,0.407,Zhejiang,China
2001-07-01,28.763,0.215,Zhejiang,China
2001-08-01,26.268,0.461,Zhejiang,China
2001-09-01,23.467,0.276,Zhejiang,China
2001-10-01,19.294,0.223,Zhejiang,China
2001-11-01,12.639000000000001,0.154,Zhejiang,China
2001-12-01,7.404,0.316,Zhejiang,China
2002-01-01,7.398,0.3,Zhejiang,China
2002-02-01,9.386000000000001,0.156,Zhejiang,China
2002-03-01,13.76,0.155,Zhejiang,China
2002-04-01,17.458,0.306,Zhejiang,China
2002-05-01,20.715999999999998,0.406,Zhejiang,China
2002-06-01,25.681,0.149,Zhejiang,China
2002-07-01,27.261999999999997,0.445,Zhejiang,China
2002-08-01,26.528,0.319,Zhejiang,China
2002-09-01,23.503,0.124,Zhejiang,China
2002-10-01,18.582,0.14400000000000002,Zhejiang,China
2002-11-01,12.783,0.125,Zhejiang,China
2002-12-01,8.163,0.27,Zhejiang,China
2003-01-01,5.035,0.229,Zhejiang,China
2003-02-01,8.454,0.348,Zhejiang,China
2003-03-01,10.994000000000002,0.171,Zhejiang,China
2003-04-01,16.81,0.184,Zhejiang,China
2003-05-01,20.783,0.182,Zhejiang,China
2003-06-01,24.34,0.273,Zhejiang,China
2003-07-01,29.626,0.467,Zhejiang,China
2003-08-01,28.57,0.27,Zhejiang,China
2003-09-01,25.459,0.14,Zhejiang,China
2003-10-01,18.494,0.381,Zhejiang,China
2003-11-01,13.917,0.208,Zhejiang,China
2003-12-01,7.063,0.301,Zhejiang,China
2004-01-01,5.471,0.263,Zhejiang,China
2004-02-01,9.54,0.222,Zhejiang,China
2004-03-01,10.765999999999998,0.234,Zhejiang,China
2004-04-01,17.182000000000002,0.149,Zhejiang,China
2004-05-01,21.680999999999997,0.193,Zhejiang,China
2004-06-01,24.543000000000003,0.488,Zhejiang,China
2004-07-01,28.519000000000002,0.166,Zhejiang,China
2004-08-01,27.996,0.203,Zhejiang,China
2004-09-01,23.314,0.326,Zhejiang,China
2004-10-01,17.923,0.233,Zhejiang,China
2004-11-01,14.444,0.15,Zhejiang,China
2004-12-01,8.747,0.276,Zhejiang,China
2005-01-01,3.884,0.228,Zhejiang,China
2005-02-01,5.581,0.338,Zhejiang,China
2005-03-01,9.677999999999999,0.145,Zhejiang,China
2005-04-01,18.055999999999997,0.385,Zhejiang,China
2005-05-01,20.779,0.189,Zhejiang,China
2005-06-01,25.577,0.128,Zhejiang,China
2005-07-01,28.603,0.325,Zhejiang,China
2005-08-01,27.233,0.187,Zhejiang,China
2005-09-01,25.916,0.452,Zhejiang,China
2005-10-01,18.766,0.195,Zhejiang,China
2005-11-01,15.145999999999999,0.215,Zhejiang,China
2005-12-01,5.888999999999999,0.175,Zhejiang,China
2006-01-01,6.858,0.248,Zhejiang,China
2006-02-01,6.978,0.2,Zhejiang,China
2006-03-01,11.969000000000001,0.409,Zhejiang,China
2006-04-01,17.272000000000002,0.373,Zhejiang,China
2006-05-01,20.754,0.317,Zhejiang,China
2006-06-01,24.811,0.229,Zhejiang,China
2006-07-01,28.521,0.258,Zhejiang,China
2006-08-01,28.633000000000006,0.397,Zhejiang,China
2006-09-01,22.941,0.162,Zhejiang,China
2006-10-01,21.131,0.289,Zhejiang,China
2006-11-01,15.093,0.153,Zhejiang,China
2006-12-01,8.135,0.226,Zhejiang,China
2007-01-01,5.846,0.152,Zhejiang,China
2007-02-01,10.585999999999999,0.224,Zhejiang,China
2007-03-01,12.648,0.202,Zhejiang,China
2007-04-01,15.584000000000001,0.224,Zhejiang,China
2007-05-01,22.619,0.118,Zhejiang,China
2007-06-01,24.925,0.17600000000000002,Zhejiang,China
2007-07-01,29.267,0.327,Zhejiang,China
2007-08-01,27.941999999999997,0.196,Zhejiang,China
2007-09-01,23.899,0.211,Zhejiang,China
2007-10-01,19.379,0.14,Zhejiang,China
2007-11-01,13.082,0.252,Zhejiang,China
2007-12-01,9.427999999999999,0.23,Zhejiang,China
2008-01-01,4.697,0.2,Zhejiang,China
2008-02-01,4.532,0.165,Zhejiang,China
2008-03-01,12.444,0.215,Zhejiang,China
2008-04-01,16.767,0.177,Zhejiang,China
2008-05-01,21.846,0.365,Zhejiang,China
2008-06-01,24.524,0.474,Zhejiang,China
2008-07-01,28.526999999999997,0.233,Zhejiang,China
2008-08-01,27.425,0.258,Zhejiang,China
2008-09-01,25.16,0.151,Zhejiang,China
2008-10-01,19.994,0.24,Zhejiang,China
2008-11-01,12.98,0.234,Zhejiang,China
2008-12-01,7.794,0.22,Zhejiang,China
2009-01-01,4.7330000000000005,0.226,Zhejiang,China
2009-02-01,10.34,0.168,Zhejiang,China
2009-03-01,11.210999999999999,0.097,Zhejiang,China
2009-04-01,16.785,0.244,Zhejiang,China
2009-05-01,21.624000000000002,0.221,Zhejiang,China
2009-06-01,25.454,0.212,Zhejiang,China
2009-07-01,28.052,0.28300000000000003,Zhejiang,China
2009-08-01,27.576,0.235,Zhejiang,China
2009-09-01,25.095,0.205,Zhejiang,China
2009-10-01,19.816,0.264,Zhejiang,China
2009-11-01,11.601,0.28,Zhejiang,China
2009-12-01,7.055,0.194,Zhejiang,China
2010-01-01,6.533,0.257,Zhejiang,China
2010-02-01,8.546,0.257,Zhejiang,China
2010-03-01,10.918,0.255,Zhejiang,China
2010-04-01,13.908,0.212,Zhejiang,China
2010-05-01,20.775,0.28,Zhejiang,China
2010-06-01,23.277,0.274,Zhejiang,China
2010-07-01,27.689,0.253,Zhejiang,China
2010-08-01,28.954,0.253,Zhejiang,China
2010-09-01,25.186999999999998,0.182,Zhejiang,China
2010-10-01,17.766,0.232,Zhejiang,China
2010-11-01,13.311,0.361,Zhejiang,China
2010-12-01,7.8260000000000005,0.384,Zhejiang,China
2011-01-01,2.02,0.256,Zhejiang,China
2011-02-01,7.237999999999999,0.157,Zhejiang,China
2011-03-01,9.895,0.27,Zhejiang,China
2011-04-01,16.553,0.18600000000000005,Zhejiang,China
2011-05-01,20.889,0.301,Zhejiang,China
2011-06-01,24.815,0.405,Zhejiang,China
2011-07-01,28.601999999999997,0.397,Zhejiang,China
2011-08-01,27.581000000000003,0.218,Zhejiang,China
2011-09-01,23.775,0.105,Zhejiang,China
2011-10-01,18.408,0.196,Zhejiang,China
2011-11-01,16.032,0.29600000000000004,Zhejiang,China
2011-12-01,6.849,0.325,Zhejiang,China
2012-01-01,4.91,0.324,Zhejiang,China
2012-02-01,5.523,0.332,Zhejiang,China
2012-03-01,10.819,0.305,Zhejiang,China
2012-04-01,17.977,0.386,Zhejiang,China
2012-05-01,21.28,0.217,Zhejiang,China
2012-06-01,24.02,0.509,Zhejiang,China
2012-07-01,28.732,0.4,Zhejiang,China
2012-08-01,27.704,0.205,Zhejiang,China
2012-09-01,23.024,0.289,Zhejiang,China
2012-10-01,18.864,0.412,Zhejiang,China
2012-11-01,12.306,0.3,Zhejiang,China
2012-12-01,6.632999999999999,0.4370000000000001,Zhejiang,China
2013-01-01,5.12,0.393,Zhejiang,China
2013-02-01,7.867000000000001,0.49,Zhejiang,China
2013-03-01,12.116,0.345,Zhejiang,China
2013-04-01,15.71,0.461,Zhejiang,China
2013-05-01,21.634,0.578,Zhejiang,China
2013-06-01,24.679000000000002,0.596,Zhejiang,China
2013-07-01,29.272,1.34,Zhejiang,China
2013-08-01,29.201999999999998,0.8690000000000001,Zhejiang,China
2013-09-01,,,Zhejiang,China
